Campaña,Arte,Lance,Sector,Fecha,Long L,Latit L,Prof L,Prof Med,Species,Family,Order,Nºmuestra,P muestra
Maurit-1107,BT,23,Mauritania,11/24/2007,-17.4237,19.8455,532,474,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,556
Maurit-1107,BT,23,Mauritania,11/24/2007,-17.4237,19.8455,532,474,Rossiinae indet,Sepiolidae,Sepioidea,8,183
Maurit-1107,BT,23,Mauritania,11/24/2007,-17.4237,19.8455,532,474,Todarodes sagittatus,Ommastrephidae,Oegopsida,23,8970
Maurit-1107,BT,23,Mauritania,11/24/2007,-17.4237,19.8455,532,474,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,8
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Bathypolypodidae indet,Bathypolypodidae,Octopoda,14,912
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Enteroctopodidae indet,Enteroctopodidae,Octopoda,15,4716
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Octopodidae indet,Octopodidae,Octopoda,2,22
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,1072
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1634
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Rossiinae indet,Sepiolidae,Sepioidea,3,156
Maurit-1107,BT,24,Mauritania,11/24/2007,-17.3967,19.7872,900,913,Todarodes sagittatus,Ommastrephidae,Oegopsida,33,21686
Maurit-1107,BT,28,Mauritania,11/25/2007,-17.3325,19.4317,1537,1534,Amphitretus pelagicus,Amphitretidae,Octopoda,1,2212
Maurit-1107,BT,28,Mauritania,11/25/2007,-17.3325,19.4317,1537,1534,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,618
Maurit-1107,BT,28,Mauritania,11/25/2007,-17.3325,19.4317,1537,1534,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,914
Maurit-1107,BT,28,Mauritania,11/25/2007,-17.3325,19.4317,1537,1534,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,646
Maurit-1107,BT,27,Mauritania,11/25/2007,-17.2775,19.6493,986,1001,Bathypolypodidae indet,Bathypolypodidae,Octopoda,3,378
Maurit-1107,BT,27,Mauritania,11/25/2007,-17.2775,19.6493,986,1001,Enteroctopodidae indet,Enteroctopodidae,Octopoda,4,2932
Maurit-1107,BT,27,Mauritania,11/25/2007,-17.2775,19.6493,986,1001,Octopoteuthis megaptera,Octopoteuthidae,Oegopsida,1,898
Maurit-1107,BT,27,Mauritania,11/25/2007,-17.2775,19.6493,986,1001,Rossiinae indet,Sepiolidae,Sepioidea,3,194
Maurit-1107,BT,27,Mauritania,11/25/2007,-17.2775,19.6493,986,1001,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,2100
Maurit-1107,BT,29,Mauritania,11/25/2007,-17.2097,19.3840,1195,1197,Bathypolypodidae indet,Bathypolypodidae,Octopoda,8,212
Maurit-1107,BT,29,Mauritania,11/25/2007,-17.2097,19.3840,1195,1197,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,242
Maurit-1107,BT,29,Mauritania,11/25/2007,-17.2097,19.3840,1195,1197,Rossiinae indet,Sepiolidae,Sepioidea,3,120
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Amphitretus pelagicus,Amphitretidae,Octopoda,1,152
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Ancistroteuthis lichtensteinii,Onychoteuthidae,Oegopsida,1,80
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Bathypolypodidae indet,Bathypolypodidae,Octopoda,18,732
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Enteroctopodidae indet,Enteroctopodidae,Octopoda,8,3624
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Octopodidae indet,Octopodidae,Octopoda,10,194
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,4,160
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Rossiinae indet,Sepiolidae,Sepioidea,2,88
Maurit-1107,BT,26,Mauritania,11/25/2007,-17.2088,19.6523,744,744,Todarodes sagittatus,Ommastrephidae,Oegopsida,6,4542
Maurit-1107,BT,31,Mauritania,11/26/2007,-17.5548,19.4247,1778,1795,Eledone sp,Eledonidae,Octopoda,5,3811
Maurit-1107,BT,31,Mauritania,11/26/2007,-17.5548,19.4247,1778,1795,Galiteuthis armata,Cranchiidae,Oegopsida,5,364
Maurit-1107,BT,31,Mauritania,11/26/2007,-17.5548,19.4247,1778,1795,Muusoctopus januarii,Enteroctopodidae,Octopoda,5,3236
Maurit-1107,BT,31,Mauritania,11/26/2007,-17.5548,19.4247,1778,1795,Octopoteuthis megaptera,Octopoteuthidae,Oegopsida,5,728
Maurit-1107,BT,31,Mauritania,11/26/2007,-17.5548,19.4247,1778,1795,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,14,6539
Maurit-1107,BT,32,Mauritania,11/26/2007,-17.3662,19.2475,1681,1682,Galiteuthis armata,Cranchiidae,Oegopsida,1,90
Maurit-1107,BT,32,Mauritania,11/26/2007,-17.3662,19.2475,1681,1682,Histioteuthis bonnellii,Histioteuthidae,Oegopsida,1,170
Maurit-1107,BT,32,Mauritania,11/26/2007,-17.3662,19.2475,1681,1682,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,810
Maurit-1107,BT,30,Mauritania,11/26/2007,-17.2685,19.3072,1448,1454,Muusoctopus januarii,Enteroctopodidae,Octopoda,1,48
Maurit-1107,BT,30,Mauritania,11/26/2007,-17.2685,19.3072,1448,1454,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,394
Maurit-1107,BT,30,Mauritania,11/26/2007,-17.2685,19.3072,1448,1454,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,742
Maurit-1107,BT,35,Mauritania,11/27/2007,-17.1502,19.1418,1522,1526,Ancistroteuthis lichtensteinii,Onychoteuthidae,Oegopsida,1,36
Maurit-1107,BT,35,Mauritania,11/27/2007,-17.1502,19.1418,1522,1526,Enteroctopodidae indet,Enteroctopodidae,Octopoda,2,948
Maurit-1107,BT,35,Mauritania,11/27/2007,-17.1502,19.1418,1522,1526,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,4,1288
Maurit-1107,BT,35,Mauritania,11/27/2007,-17.1502,19.1418,1522,1526,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,650
Maurit-1107,BT,36,Mauritania,11/27/2007,-17.0528,19.0483,1385,1390,Amphitretus pelagicus,Amphitretidae,Octopoda,1,278
Maurit-1107,BT,36,Mauritania,11/27/2007,-17.0528,19.0483,1385,1390,Bathypolypodidae indet,Bathypolypodidae,Octopoda,2,146
Maurit-1107,BT,36,Mauritania,11/27/2007,-17.0528,19.0483,1385,1390,Histioteuthis sp,Histioteuthidae,Oegopsida,1,66
Maurit-1107,BT,36,Mauritania,11/27/2007,-17.0528,19.0483,1385,1390,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,164
Maurit-1107,BT,36,Mauritania,11/27/2007,-17.0528,19.0483,1385,1390,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,224
Maurit-1107,BT,36,Mauritania,11/27/2007,-17.0528,19.0483,1385,1390,Rossiinae indet,Sepiolidae,Sepioidea,7,356
Maurit-1107,BT,34,Mauritania,11/27/2007,-17.0047,19.1842,938,937,Bathypolypodidae indet,Bathypolypodidae,Octopoda,1,28
Maurit-1107,BT,34,Mauritania,11/27/2007,-17.0047,19.1842,938,937,Enteroctopodidae indet,Enteroctopodidae,Octopoda,6,914
Maurit-1107,BT,34,Mauritania,11/27/2007,-17.0047,19.1842,938,937,Octopoteuthis megaptera,Octopoteuthidae,Oegopsida,3,82
Maurit-1107,BT,34,Mauritania,11/27/2007,-17.0047,19.1842,938,937,Rossiinae indet,Sepiolidae,Sepioidea,5,185
Maurit-1107,BT,34,Mauritania,11/27/2007,-17.0047,19.1842,938,937,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,798
Maurit-1107,BT,33,Mauritania,11/27/2007,-16.9938,19.2558,741,739,Bathypolypodidae indet,Bathypolypodidae,Octopoda,3,1074
Maurit-1107,BT,33,Mauritania,11/27/2007,-16.9938,19.2558,741,739,Bathypolypodidae indet,Bathypolypodidae,Octopoda,11,264
Maurit-1107,BT,33,Mauritania,11/27/2007,-16.9938,19.2558,741,739,Enteroctopodidae indet,Enteroctopodidae,Octopoda,11,5274
Maurit-1107,BT,33,Mauritania,11/27/2007,-16.9938,19.2558,741,739,Octopodidae indet,Octopodidae,Octopoda,5,56
Maurit-1107,BT,33,Mauritania,11/27/2007,-16.9938,19.2558,741,739,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,28
Maurit-1107,BT,33,Mauritania,11/27/2007,-16.9938,19.2558,741,739,Todarodes sagittatus,Ommastrephidae,Oegopsida,7,4046
Maurit-1107,BT,40,Mauritania,11/29/2007,-17.1502,18.9175,1683,1679,Chiroteuthis veranii,Chiroteuthidae,Oegopsida,1,52
Maurit-1107,BT,40,Mauritania,11/29/2007,-17.1502,18.9175,1683,1679,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,3,294
Maurit-1107,BT,40,Mauritania,11/29/2007,-17.1502,18.9175,1683,1679,Rossiinae indet,Sepiolidae,Sepioidea,1,28
Maurit-1107,BT,39,Mauritania,11/29/2007,-17.0325,18.8535,1215,1228,Bathypolypodidae indet,Bathypolypodidae,Octopoda,5,242
Maurit-1107,BT,39,Mauritania,11/29/2007,-17.0325,18.8535,1215,1228,Enteroctopodidae indet,Enteroctopodidae,Octopoda,8,4870
Maurit-1107,BT,39,Mauritania,11/29/2007,-17.0325,18.8535,1215,1228,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,108
Maurit-1107,BT,39,Mauritania,11/29/2007,-17.0325,18.8535,1215,1228,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,38
Maurit-1107,BT,39,Mauritania,11/29/2007,-17.0325,18.8535,1215,1228,Rossiinae indet,Sepiolidae,Sepioidea,8,402
Maurit-1107,BT,39,Mauritania,11/29/2007,-17.0325,18.8535,1215,1228,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,670
Maurit-1107,BT,38,Mauritania,11/29/2007,-16.9440,18.9778,920,919,Amphitretus pelagicus,Amphitretidae,Octopoda,1,90
Maurit-1107,BT,38,Mauritania,11/29/2007,-16.9440,18.9778,920,919,Bathypolypodidae indet,Bathypolypodidae,Octopoda,2,84
Maurit-1107,BT,38,Mauritania,11/29/2007,-16.9440,18.9778,920,919,Enteroctopodidae indet,Enteroctopodidae,Octopoda,8,2978
Maurit-1107,BT,38,Mauritania,11/29/2007,-16.9440,18.9778,920,919,Rossiinae indet,Sepiolidae,Sepioidea,2,34
Maurit-1107,BT,38,Mauritania,11/29/2007,-16.9440,18.9778,920,919,Todarodes sagittatus,Ommastrephidae,Oegopsida,5,3456
Maurit-1107,BT,37,Mauritania,11/29/2007,-16.8443,19.0377,403,423,Bathypolypodidae indet,Bathypolypodidae,Octopoda,6,266
Maurit-1107,BT,37,Mauritania,11/29/2007,-16.8443,19.0377,403,423,Rossiinae indet,Sepiolidae,Sepioidea,5,122
Maurit-1107,BT,37,Mauritania,11/29/2007,-16.8443,19.0377,403,423,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,1408
Maurit-1107,BT,41,Mauritania,11/30/2007,-17.1217,18.8130,1556,1569,Enteroctopodidae indet,Enteroctopodidae,Octopoda,3,936
Maurit-1107,BT,41,Mauritania,11/30/2007,-17.1217,18.8130,1556,1569,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,4,1284
Maurit-1107,BT,41,Mauritania,11/30/2007,-17.1217,18.8130,1556,1569,Teuthowenia maculata,Cranchiidae,Oegopsida,1,20
Maurit-1107,BT,43,Mauritania,11/30/2007,-16.9172,18.4083,1406,1408,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,34
Maurit-1107,BT,43,Mauritania,11/30/2007,-16.9172,18.4083,1406,1408,Rossiinae indet,Sepiolidae,Sepioidea,3,255
Maurit-1107,BT,43,Mauritania,11/30/2007,-16.9172,18.4083,1406,1408,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,553
Maurit-1107,BT,43,Mauritania,11/30/2007,-16.9172,18.4083,1406,1408,Vampyroteuthis infernalis,Vampyroteuthidae,Vampyromorpha,1,38
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Amphitretus pelagicus,Amphitretidae,Octopoda,1,2196
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Bathypolypodidae indet,Bathypolypodidae,Octopoda,3,108
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Enteroctopodidae indet,Enteroctopodidae,Octopoda,6,3256
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,2,68
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,3,1476
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Rossiinae indet,Sepiolidae,Sepioidea,5,378
Maurit-1107,BT,42,Mauritania,11/30/2007,-16.8940,18.5463,1180,1179,Todarodes sagittatus,Ommastrephidae,Oegopsida,4,2394
Maurit-1107,BT,47,Mauritania,12/1/2007,-16.8247,18.4583,1000,1003,Bathypolypodidae indet,Bathypolypodidae,Octopoda,4,198
Maurit-1107,BT,47,Mauritania,12/1/2007,-16.8247,18.4583,1000,1003,Enteroctopodidae indet,Enteroctopodidae,Octopoda,12,4492
Maurit-1107,BT,47,Mauritania,12/1/2007,-16.8247,18.4583,1000,1003,Rossiinae indet,Sepiolidae,Sepioidea,8,158
Maurit-1107,BT,47,Mauritania,12/1/2007,-16.8247,18.4583,1000,1003,Todarodes sagittatus,Ommastrephidae,Oegopsida,43,31950
Maurit-1107,BT,46,Mauritania,12/1/2007,-16.8060,18.5533,848,848,Bathypolypodidae indet,Bathypolypodidae,Octopoda,16,744
Maurit-1107,BT,46,Mauritania,12/1/2007,-16.8060,18.5533,848,848,Bathypolypodidae indet,Bathypolypodidae,Octopoda,7,3132
Maurit-1107,BT,46,Mauritania,12/1/2007,-16.8060,18.5533,848,848,Enteroctopodidae indet,Enteroctopodidae,Octopoda,16,6268
Maurit-1107,BT,46,Mauritania,12/1/2007,-16.8060,18.5533,848,848,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,28
Maurit-1107,BT,46,Mauritania,12/1/2007,-16.8060,18.5533,848,848,Rossiinae indet,Sepiolidae,Sepioidea,8,154
Maurit-1107,BT,46,Mauritania,12/1/2007,-16.8060,18.5533,848,848,Todarodes sagittatus,Ommastrephidae,Oegopsida,39,26998
Maurit-1107,BT,45,Mauritania,12/1/2007,-16.7813,18.7363,420,424,Bathypolypodidae indet,Bathypolypodidae,Octopoda,1,10
Maurit-1107,BT,45,Mauritania,12/1/2007,-16.7813,18.7363,420,424,Rossiinae indet,Sepiolidae,Sepioidea,2,48
Maurit-1107,BT,45,Mauritania,12/1/2007,-16.7813,18.7363,420,424,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,1036
Maurit-1107,BT,45,Mauritania,12/1/2007,-16.7813,18.7363,420,424,Todaropsis eblanae,Ommastrephidae,Oegopsida,1,192
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Ancistroteuthis lichtensteinii,Onychoteuthidae,Oegopsida,2,48
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Bathypolypodidae indet,Bathypolypodidae,Octopoda,7,238
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Bathypolypodidae indet,Bathypolypodidae,Octopoda,7,3784
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Chiroteuthis veranii,Chiroteuthidae,Oegopsida,1,12
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,16
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,298
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Rossiinae indet,Sepiolidae,Sepioidea,4,106
Maurit-1107,BT,44,Mauritania,12/1/2007,-16.7295,18.5113,606,601,Todarodes sagittatus,Ommastrephidae,Oegopsida,6,2786
Maurit-1107,BT,49,Mauritania,12/2/2007,-16.8837,18.1425,1546,1562,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,374
Maurit-1107,BT,49,Mauritania,12/2/2007,-16.8837,18.1425,1546,1562,Rossiinae indet,Sepiolidae,Sepioidea,5,284
Maurit-1107,BT,50,Mauritania,12/2/2007,-16.8150,17.8793,1054,1065,Enteroctopodidae indet,Enteroctopodidae,Octopoda,8,3434
Maurit-1107,BT,50,Mauritania,12/2/2007,-16.8150,17.8793,1054,1065,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,124
Maurit-1107,BT,50,Mauritania,12/2/2007,-16.8150,17.8793,1054,1065,Rossiinae indet,Sepiolidae,Sepioidea,6,228
Maurit-1107,BT,50,Mauritania,12/2/2007,-16.8150,17.8793,1054,1065,Todarodes sagittatus,Ommastrephidae,Oegopsida,19,14242
Maurit-1107,BT,50,Mauritania,12/2/2007,-16.8150,17.8793,1054,1065,Vampyroteuthis infernalis,Vampyroteuthidae,Vampyromorpha,1,262
Maurit-1107,BT,48,Mauritania,12/2/2007,-16.8097,18.0313,1239,1229,Bathypolypodidae indet,Bathypolypodidae,Octopoda,2,106
Maurit-1107,BT,48,Mauritania,12/2/2007,-16.8097,18.0313,1239,1229,Enteroctopodidae indet,Enteroctopodidae,Octopoda,13,6990
Maurit-1107,BT,48,Mauritania,12/2/2007,-16.8097,18.0313,1239,1229,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,38
Maurit-1107,BT,48,Mauritania,12/2/2007,-16.8097,18.0313,1239,1229,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,32
Maurit-1107,BT,48,Mauritania,12/2/2007,-16.8097,18.0313,1239,1229,Rossiinae indet,Sepiolidae,Sepioidea,3,82
Maurit-1107,BT,48,Mauritania,12/2/2007,-16.8097,18.0313,1239,1229,Todarodes sagittatus,Ommastrephidae,Oegopsida,4,2108
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Bathypolypodidae indet,Bathypolypodidae,Octopoda,4,152
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Chiroteuthis veranii,Chiroteuthidae,Oegopsida,1,44
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Enteroctopodidae indet,Enteroctopodidae,Octopoda,12,2878
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,256
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Octopodidae indet,Octopodidae,Octopoda,1,24
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,86
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,624
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Rossiinae indet,Sepiolidae,Sepioidea,11,230
Maurit-1107,BT,53,Mauritania,12/3/2007,-16.8118,17.7492,952,955,Todarodes sagittatus,Ommastrephidae,Oegopsida,6,4795
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Bathypolypodidae indet,Bathypolypodidae,Octopoda,4,200
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Enteroctopodidae indet,Enteroctopodidae,Octopoda,13,5726
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Illex coindetii,Ommastrephidae,Oegopsida,1,16
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Octopodidae indet,Octopodidae,Octopoda,2,10
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Rossiinae indet,Sepiolidae,Sepioidea,4,186
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Stigmatoteuthis arcturi,Histioteuthidae,Oegopsida,1,228
Maurit-1107,BT,52,Mauritania,12/3/2007,-16.7570,17.8140,774,783,Todarodes sagittatus,Ommastrephidae,Oegopsida,16,11676
Maurit-1107,BT,51,Mauritania,12/3/2007,-16.6630,17.7922,464,466,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,410
Maurit-1107,BT,51,Mauritania,12/3/2007,-16.6630,17.7922,464,466,Rossiinae indet,Sepiolidae,Sepioidea,1,18
Maurit-1107,BT,51,Mauritania,12/3/2007,-16.6630,17.7922,464,466,Todarodes sagittatus,Ommastrephidae,Oegopsida,17,8419
Maurit-1107,BT,54,Mauritania,12/3/2007,-16.6507,17.6635,414,433,Illex coindetii,Ommastrephidae,Oegopsida,1,190
Maurit-1107,BT,54,Mauritania,12/3/2007,-16.6507,17.6635,414,433,Stigmatoteuthis arcturi,Histioteuthidae,Oegopsida,1,93
Maurit-1107,BT,54,Mauritania,12/3/2007,-16.6507,17.6635,414,433,Todarodes sagittatus,Ommastrephidae,Oegopsida,6,3764
Maurit-1107,BT,54,Mauritania,12/3/2007,-16.6507,17.6635,414,433,Todaropsis eblanae,Ommastrephidae,Oegopsida,10,1393
Maurit-1107,BT,56,Mauritania,12/4/2007,-16.9300,17.3185,1091,1125,Bathypolypodidae indet,Bathypolypodidae,Octopoda,4,274
Maurit-1107,BT,56,Mauritania,12/4/2007,-16.9300,17.3185,1091,1125,Enteroctopodidae indet,Enteroctopodidae,Octopoda,10,3130
Maurit-1107,BT,56,Mauritania,12/4/2007,-16.9300,17.3185,1091,1125,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,156
Maurit-1107,BT,56,Mauritania,12/4/2007,-16.9300,17.3185,1091,1125,Lepidoteuthis grimaldii,Lepidoteuthidae,Oegopsida,1,148
Maurit-1107,BT,56,Mauritania,12/4/2007,-16.9300,17.3185,1091,1125,Rossiinae indet,Sepiolidae,Sepioidea,5,304
Maurit-1107,BT,56,Mauritania,12/4/2007,-16.9300,17.3185,1091,1125,Todarodes sagittatus,Ommastrephidae,Oegopsida,4,3102
Maurit-1107,BT,55,Mauritania,12/4/2007,-16.9037,17.4435,1310,1264,Bathypolypodidae indet,Bathypolypodidae,Octopoda,1,64
Maurit-1107,BT,55,Mauritania,12/4/2007,-16.9037,17.4435,1310,1264,Enteroctopodidae indet,Enteroctopodidae,Octopoda,7,3664
Maurit-1107,BT,55,Mauritania,12/4/2007,-16.9037,17.4435,1310,1264,Enteroctopodidae indet,Enteroctopodidae,Octopoda,4,556
Maurit-1107,BT,55,Mauritania,12/4/2007,-16.9037,17.4435,1310,1264,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,6,11500
Maurit-1107,BT,55,Mauritania,12/4/2007,-16.9037,17.4435,1310,1264,Rossiinae indet,Sepiolidae,Sepioidea,6,256
Maurit-1107,BT,55,Mauritania,12/4/2007,-16.9037,17.4435,1310,1264,Todarodes sagittatus,Ommastrephidae,Oegopsida,4,3174
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Eledone sp,Eledonidae,Octopoda,2,1092
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,258
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,124
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,638
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Rossiinae indet,Sepiolidae,Sepioidea,1,160
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,836
Maurit-1107,BT,58,Mauritania,12/5/2007,-17.1300,16.7613,1598,1582,Vampyroteuthis infernalis,Vampyroteuthidae,Vampyromorpha,1,124
Maurit-1107,BT,60,Mauritania,12/5/2007,-17.1077,16.5428,1512,1521,Bathypolypodidae indet,Bathypolypodidae,Octopoda,2,78
Maurit-1107,BT,60,Mauritania,12/5/2007,-17.1077,16.5428,1512,1521,Eledone sp,Eledonidae,Octopoda,1,398
Maurit-1107,BT,60,Mauritania,12/5/2007,-17.1077,16.5428,1512,1521,Histioteuthis bonnellii,Histioteuthidae,Oegopsida,1,44
Maurit-1107,BT,60,Mauritania,12/5/2007,-17.1077,16.5428,1512,1521,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,78
Maurit-1107,BT,60,Mauritania,12/5/2007,-17.1077,16.5428,1512,1521,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,368
Maurit-1107,BT,59,Mauritania,12/5/2007,-16.9970,16.7937,1215,1249,Enteroctopodidae indet,Enteroctopodidae,Octopoda,2,1806
Maurit-1107,BT,59,Mauritania,12/5/2007,-16.9970,16.7937,1215,1249,Histioteuthis bonnellii,Histioteuthidae,Oegopsida,1,50
Maurit-1107,BT,59,Mauritania,12/5/2007,-16.9970,16.7937,1215,1249,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,16
Maurit-1107,BT,61,Mauritania,12/6/2007,-17.1393,16.1293,1440,1437,Eledone sp,Eledonidae,Octopoda,3,5088
Maurit-1107,BT,61,Mauritania,12/6/2007,-17.1393,16.1293,1440,1437,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,164
Maurit-1107,BT,61,Mauritania,12/6/2007,-17.1393,16.1293,1440,1437,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,126
Maurit-1107,BT,61,Mauritania,12/6/2007,-17.1393,16.1293,1440,1437,Onykia robsoni,Onychoteuthidae,Oegopsida,1,686
Maurit-1107,BT,61,Mauritania,12/6/2007,-17.1393,16.1293,1440,1437,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,388
Maurit-1107,BT,61,Mauritania,12/6/2007,-17.1393,16.1293,1440,1437,Rossiinae indet,Sepiolidae,Sepioidea,4,372
Maurit-1107,BT,62,Mauritania,12/6/2007,-17.0717,16.1597,1236,1240,Bathypolypodidae indet,Bathypolypodidae,Octopoda,1,58
Maurit-1107,BT,62,Mauritania,12/6/2007,-17.0717,16.1597,1236,1240,Enteroctopodidae indet,Enteroctopodidae,Octopoda,2,1328
Maurit-1107,BT,62,Mauritania,12/6/2007,-17.0717,16.1597,1236,1240,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,340
Maurit-1107,BT,62,Mauritania,12/6/2007,-17.0717,16.1597,1236,1240,Lepidoteuthis grimaldii,Lepidoteuthidae,Oegopsida,1,106
