Campaña,Arte,Lance,Sector,Fecha,Long L,Latit L,Prof L,Prof Med,Species,Family,Order,Nºmuestra,P muestra
Maurit-0811,BT,67,Mauritania,12/6/1902,-16.6598,18.4838,356,358,Octopoteuthidae indet,Octopoteuthidae,Oegopsida,1,16
Maurit-0811,BT,67,Mauritania,12/6/1902,-16.6598,18.4838,356,358,Ornithoteuthis antillarum,Ommastrephidae,Oegopsida,2,247
Maurit-0811,BT,67,Mauritania,12/6/1902,-16.6598,18.4838,356,358,Todarodes sagittatus,Ommastrephidae,Oegopsida,6,3012
Maroc-0411,BT,1,Morocco N,11/14/2004,-6.4885,35.2432,646,670,Histiotheutidae indet,Histioteuthidae,Oegopsida,1,200
Maroc-0411,BT,1,Morocco N,11/14/2004,-6.4885,35.2432,646,670,Octopodidae indet,Octopodidae,Octopoda,3,411
Maroc-0411,BT,5,Morocco N,11/15/2004,-7.3590,35.2489,1461,1434,Ommastrephidae indet,Ommastrephidae,Oegopsida,1,22
Maroc-0411,BT,7,Morocco N,11/15/2004,-7.3050,35.2164,1420,1422,Oegopsida indet,n/a,Oegopsida,4,240
Maroc-0411,BT,6,Morocco N,11/15/2004,-7.2264,35.2103,1306,1298,Callistoctopus macropus,Octopodidae,Octopoda,1,151
Maroc-0411,BT,6,Morocco N,11/15/2004,-7.2264,35.2103,1306,1298,Macrotritopus defilippi,Octopodidae,Octopoda,1,18
Maroc-0411,BT,10,Morocco N,11/16/2004,-7.3188,35.3595,1291,1319,Octopodidae indet,Octopodidae,Octopoda,1,22
Maroc-0411,BT,10,Morocco N,11/16/2004,-7.3188,35.3595,1291,1319,Oegopsida indet,n/a,Oegopsida,1,42
Maroc-0411,BT,8,Morocco N,11/16/2004,-7.2525,35.4421,1301,1296,Oegopsida indet,n/a,Oegopsida,3,92
Maroc-0411,BT,11,Morocco N,11/17/2004,-7.2068,35.5550,990,995,Ancistroteuthis lichtensteinii,Onychoteuthidae,Oegopsida,1,153
Maroc-0411,BT,11,Morocco N,11/17/2004,-7.2068,35.5550,990,995,Oegopsida indet,n/a,Oegopsida,1,19
Maroc-0411,BT,11,Morocco N,11/17/2004,-7.2068,35.5550,990,995,Stigmatoteuthis arcturi,Histioteuthidae,Oegopsida,1,9
Maroc-0411,BT,14,Morocco N,11/18/2004,-6.4643,35.5189,720,722,Sepietta oweniana,Sepiolidae,Sepioidea,2,8
Maroc-0411,BT,15,Morocco N,11/18/2004,-6.4298,35.4134,715,713,Sepietta oweniana,Sepiolidae,Sepioidea,1,4
Maroc-0411,BT,16,Morocco N,11/18/2004,-6.3724,35.3205,551,552,Sepietta oweniana,Sepiolidae,Sepioidea,2,64
Maroc-0411,BT,17,Morocco N,11/19/2004,-6.5826,35.5481,844,827,Pyroteuthis margaritifera,Pyroteuthidae,Oegopsida,1,5
Maroc-0411,BT,18,Morocco N,11/19/2004,-6.5631,35.3932,1028,1019,Japetella diaphana,Amphitretidae,Octopoda,2,52
Maroc-0411,BT,18,Morocco N,11/19/2004,-6.5631,35.3932,1028,1019,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,3,25
Maroc-0411,BT,20,Morocco N,11/20/2004,-7.2319,35.3601,1247,1244,Japetella diaphana,Amphitretidae,Octopoda,1,8
Maroc-0411,BT,20,Morocco N,11/20/2004,-7.2319,35.3601,1247,1244,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,2,170
Maroc-0411,BT,20,Morocco N,11/20/2004,-7.2319,35.3601,1247,1244,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,5
Maroc-0411,BT,22,Morocco N,11/20/2004,-7.0897,35.2230,1118,1126,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,1,18
Maroc-0411,BT,24,Morocco N,11/21/2004,-7.2306,35.0564,1255,1264,Histioteuthis reversa,Histioteuthidae,Oegopsida,1,250
Maroc-0411,BT,21,Morocco N,11/21/2004,-7.1130,35.2757,1175,1163,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,1,15
Maroc-0411,BT,26,Morocco N,11/22/2004,-7.5963,35.2260,1821,1825,Histioteuthis sp,Histioteuthidae,Oegopsida,1,410
Maroc-0411,BT,28,Morocco N,11/23/2004,-7.4904,34.5819,1865,1850,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,159
Maroc-0411,BT,29,Morocco N,11/23/2004,-7.3908,34.5676,1468,1481,Cirrothauma sp,Cirroteuthidae,Octopoda,1,780
Maroc-0411,BT,29,Morocco N,11/23/2004,-7.3908,34.5676,1468,1481,Galiteuthis armata,Cranchiidae,Oegopsida,1,20
Maroc-0411,BT,33,Morocco N,11/24/2004,-7.2327,34.5866,1248,1242,Discoteuthis sp,Cycloteuthidae,Oegopsida,1,16
Maroc-0411,BT,33,Morocco N,11/24/2004,-7.2327,34.5866,1248,1242,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,2,380
Maroc-0411,BT,31,Morocco N,11/24/2004,-7.2061,34.4821,1824,1773,Cirrothauma sp,Cirroteuthidae,Octopoda,1,7300
Maroc-0411,BT,37,Morocco N,11/25/2004,-7.0591,34.5544,777,783,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,504
Maroc-0411,BT,35,Morocco N,11/25/2004,-6.4557,35.1458,583,591,Haliphron atlanticus,Alloposidae,Octopoda,1,38
Maroc-0411,BT,35,Morocco N,11/25/2004,-6.4557,35.1458,583,591,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,660
Maroc-0411,BT,42,Morocco N,11/26/2004,-6.5966,34.5280,744,755,Illex coindetii,Ommastrephidae,Oegopsida,1,847
Maroc-0411,BT,42,Morocco N,11/26/2004,-6.5966,34.5280,744,755,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,390
Maroc-0411,BT,42,Morocco N,11/26/2004,-6.5966,34.5280,744,755,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1180
Maroc-0411,BT,40,Morocco N,11/26/2004,-6.5887,34.5915,740,742,Illex coindetii,Ommastrephidae,Oegopsida,1,730
Maroc-0411,BT,40,Morocco N,11/26/2004,-6.5887,34.5915,740,742,Neorossia caroli,Sepiolidae,Sepioidea,1,17
Maroc-0411,BT,39,Morocco N,11/26/2004,-6.5091,34.5896,582,582,Neorossia caroli,Sepiolidae,Sepioidea,1,39
Maroc-0411,BT,38,Morocco N,11/26/2004,-6.4433,35.0342,508,511,Illex coindetii,Ommastrephidae,Oegopsida,1,127
Maroc-0411,BT,38,Morocco N,11/26/2004,-6.4433,35.0342,508,511,Neorossia caroli,Sepiolidae,Sepioidea,2,121
Maroc-0411,BT,45,Morocco N,11/28/2004,-7.2242,34.2689,1213,1218,Ancistroteuthis lichtensteinii,Onychoteuthidae,Oegopsida,1,161
Maroc-0411,BT,44,Morocco N,11/28/2004,-7.1198,34.3357,1426,1420,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,3,277
Maroc-0411,BT,47,Morocco N,11/29/2004,-7.4278,34.2667,1683,1664,Cirrothauma sp,Cirroteuthidae,Octopoda,1,9700
Maroc-0411,BT,48,Morocco N,11/29/2004,-7.2570,34.1985,841,842,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,450
Maroc-0411,BT,51,Morocco N,11/30/2004,-7.4951,34.1120,722,722,Neorossia caroli,Sepiolidae,Sepioidea,1,180
Maroc-0411,BT,51,Morocco N,11/30/2004,-7.4951,34.1120,722,722,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,2950
Maroc-0411,BT,54,Morocco N,12/2/2004,-8.2091,33.5803,799,825,Callistoctopus macropus,Octopodidae,Octopoda,1,274
Maroc-0411,BT,54,Morocco N,12/2/2004,-8.2091,33.5803,799,825,Rossiinae indet,Sepiolidae,Sepioidea,1,25
Maroc-0411,BT,60,Morocco N,12/4/2004,-9.0087,33.3888,1156,1166,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,426
Maroc-0411,BT,58,Morocco N,12/4/2004,-8.4618,33.3858,500,506,Illex coindetii,Ommastrephidae,Oegopsida,2,480
Maroc-0411,BT,58,Morocco N,12/4/2004,-8.4618,33.3858,500,506,Neorossia caroli,Sepiolidae,Sepioidea,1,20
Maroc-0411,BT,58,Morocco N,12/4/2004,-8.4618,33.3858,500,506,Rossia macrosoma,Sepiolidae,Sepioidea,3,97
Maroc-0411,BT,66,Morocco N,12/5/2004,-9.2373,33.0437,626,605,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,1390
Maroc-0411,BT,62,Morocco N,12/5/2004,-9.2331,33.2509,944,911,Histiotheutidae indet,Histioteuthidae,Oegopsida,1,28
Maroc-0411,BT,65,Morocco N,12/5/2004,-9.2262,33.0726,611,639,Todarodes sagittatus,Ommastrephidae,Oegopsida,5,6360
Maroc-0411,BT,63,Morocco N,12/5/2004,-9.1665,33.2013,577,599,Illex coindetii,Ommastrephidae,Oegopsida,1,333
Maroc-0411,BT,63,Morocco N,12/5/2004,-9.1665,33.2013,577,599,Neorossia caroli,Sepiolidae,Sepioidea,1,38
Maroc-0411,BT,63,Morocco N,12/5/2004,-9.1665,33.2013,577,599,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,2720
Maroc-0411,BT,69,Morocco N,12/6/2004,-9.4399,32.3663,1158,1144,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,680
Maroc-0411,BT,67,Morocco N,12/6/2004,-9.3116,32.5996,928,976,Illex coindetii,Ommastrephidae,Oegopsida,2,580
Maroc-0411,BT,67,Morocco N,12/6/2004,-9.3116,32.5996,928,976,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,6
Maroc-0411,BT,67,Morocco N,12/6/2004,-9.3116,32.5996,928,976,Sepia elegans,Sepiidae,Sepioidea,3,19
Maroc-0411,BT,67,Morocco N,12/6/2004,-9.3116,32.5996,928,976,Sepia orbignyana,Sepiidae,Sepioidea,11,287
Maroc-0411,BT,67,Morocco N,12/6/2004,-9.3116,32.5996,928,976,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,1440
Maroc-0411,BT,67,Morocco N,12/6/2004,-9.3116,32.5996,928,976,Todaropsis eblanae,Ommastrephidae,Oegopsida,2,110
Maroc-0411,BT,72,Morocco N,12/7/2004,-10.1354,31.5490,516,535,Enteroctopodidae indet,Enteroctopodidae,Octopoda,1,43
Maroc-0411,BT,72,Morocco N,12/7/2004,-10.1354,31.5490,516,535,Illex coindetii,Ommastrephidae,Oegopsida,1,213
Maroc-0411,BT,72,Morocco N,12/7/2004,-10.1354,31.5490,516,535,Neorossia caroli,Sepiolidae,Sepioidea,2,76
Maroc-0411,BT,72,Morocco N,12/7/2004,-10.1354,31.5490,516,535,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,3480
Maroc-0411,BT,71,Morocco N,12/7/2004,-10.1132,31.5830,1242,1245,Histioteuthis reversa,Histioteuthidae,Oegopsida,1,247
Maroc-0411,BT,73,Morocco N,12/8/2004,-10.1863,31.3046,890,892,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,741
Maroc-0411,BT,74,Morocco N,12/8/2004,-10.1501,31.3377,644,655,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,1700
Maroc-0411,BT,81,Morocco N,12/9/2004,-10.5232,31.1185,1140,1148,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,2380
Maroc-0411,BT,80,Morocco N,12/9/2004,-10.4504,31.1016,980,975,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,1,59
Maroc-0411,BT,80,Morocco N,12/9/2004,-10.4504,31.1016,980,975,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,2640
Maroc-0411,BT,79,Morocco N,12/9/2004,-10.4443,31.1667,843,844,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,2490
Maroc-0411,BT,79,Morocco N,12/9/2004,-10.4443,31.1667,843,844,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,1450
Maroc-0411,BT,77,Morocco N,12/9/2004,-10.3503,31.1670,600,602,Neorossia caroli,Sepiolidae,Sepioidea,6,209
Maroc-0411,BT,78,Morocco N,12/9/2004,-10.3027,31.1975,578,539,Cranchiidae indet,Cranchiidae,Oegopsida,1,28
Maroc-0411,BT,78,Morocco N,12/9/2004,-10.3027,31.1975,578,539,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,2390
Maroc-0411,BT,82,Morocco N,12/10/2004,-11.0637,31.1043,1681,1676,Neorossia caroli,Sepiolidae,Sepioidea,1,42
Maroc-0411,BT,83,Morocco N,12/10/2004,-10.5941,30.5720,1859,1851,Cirrothauma sp,Cirroteuthidae,Octopoda,7,1140
Maroc-0411,BT,83,Morocco N,12/10/2004,-10.5941,30.5720,1859,1851,Cranchiidae indet,Cranchiidae,Oegopsida,1,260
Maroc-0411,BT,83,Morocco N,12/10/2004,-10.5941,30.5720,1859,1851,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,3570
Maroc-0411,BT,84,Morocco N,12/10/2004,-10.5249,30.5430,1763,1774,Octopodidae indet,Octopodidae,Octopoda,1,2630
Maroc-0411,BT,84,Morocco N,12/10/2004,-10.5249,30.5430,1763,1774,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1550
Maroc-0411,BT,87,Morocco N,12/11/2004,-10.2135,30.4264,863,863,Enteroctopodidae indet,Enteroctopodidae,Octopoda,2,210
Maroc-0411,BT,87,Morocco N,12/11/2004,-10.2135,30.4264,863,863,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,4000
Maroc-0411,BT,86,Morocco N,12/11/2004,-10.1770,30.4129,568,557,Octopodidae indet,Octopodidae,Octopoda,4,4020
Maroc-0411,BT,86,Morocco N,12/11/2004,-10.1770,30.4129,568,557,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,780
Maroc-0411,BT,88,Morocco N,12/12/2004,-10.3727,30.1232,1563,1571,Oegopsida indet,n/a,Oegopsida,2,34
Maroc-0411,BT,90,Morocco N,12/12/2004,-10.2615,30.1235,1182,1165,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,95
Maroc-0411,BT,90,Morocco N,12/12/2004,-10.2615,30.1235,1182,1165,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,830
Maroc-0411,BT,93,Morocco N,12/13/2004,10.1452,30.1420,844,846,Histioteuthis sp,Histioteuthidae,Oegopsida,1,90
Maroc-0411,BT,93,Morocco N,12/13/2004,10.1452,30.1420,844,846,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,650
Maroc-0511,BT,61,Morocco S,11/2/2005,-13.8173,27.2282,1122,1126,Opisthoteuthis grimaldii,Opisthoteuthidae,Octopoda,1,48
Maroc-0511,BT,65,Morocco S,11/4/2005,-13.8338,27.1407,977,976,Chiroteuthis veranii,Chiroteuthidae,Oegopsida,1,78
Maroc-0511,BT,65,Morocco S,11/4/2005,-13.8338,27.1407,977,976,Chiroteuthis veranii,Chiroteuthidae,Oegopsida,1,80
Maroc-0511,BT,65,Morocco S,11/4/2005,-13.8338,27.1407,977,976,Magnoteuthis magna,Mastigoteuthidae,Oegopsida,1,64
Maroc-0511,BT,65,Morocco S,11/4/2005,-13.8338,27.1407,977,976,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,952
Maroc-0511,BT,1,Morocco S,11/14/2005,-10.7207,30.8370,1605,1575,Oegopsida indet,n/a,Oegopsida,1,210
Maroc-0511,BT,1,Morocco S,11/14/2005,-10.7207,30.8370,1605,1575,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1960
Maroc-0511,BT,2,Morocco S,11/14/2005,-10.6137,30.8630,1264,1261,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,60
Maroc-0511,BT,2,Morocco S,11/14/2005,-10.6137,30.8630,1264,1261,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,2650
Maroc-0511,BT,3,Morocco S,11/14/2005,-10.5198,30.8830,1009,1015,Brachioteuthis sp,Brachioteuthidae,Oegopsida,1,20
Maroc-0511,BT,3,Morocco S,11/14/2005,-10.5198,30.8830,1009,1015,Histiotheutidae indet,Histioteuthidae,Oegopsida,1,66
Maroc-0511,BT,3,Morocco S,11/14/2005,-10.5198,30.8830,1009,1015,Neorossia caroli,Sepiolidae,Sepioidea,1,48
Maroc-0511,BT,3,Morocco S,11/14/2005,-10.5198,30.8830,1009,1015,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1900
Maroc-0511,BT,4,Morocco S,11/15/2005,-10.5678,30.5763,1861,1861,Japetella diaphana,Amphitretidae,Octopoda,1,20
Maroc-0511,BT,5,Morocco S,11/15/2005,-10.3360,30.6760,741,730,Neorossia caroli,Sepiolidae,Sepioidea,5,102
Maroc-0511,BT,5,Morocco S,11/15/2005,-10.3360,30.6760,741,730,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,5,556
Maroc-0511,BT,5,Morocco S,11/15/2005,-10.3360,30.6760,741,730,Todarodes sagittatus,Ommastrephidae,Oegopsida,10,13400
Maroc-0511,BT,6,Morocco S,11/15/2005,-10.2893,30.4900,1693,1698,Japetella diaphana,Amphitretidae,Octopoda,1,20
Maroc-0511,BT,6,Morocco S,11/15/2005,-10.2893,30.4900,1693,1698,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,600
Maroc-0511,BT,8,Morocco S,11/16/2005,-10.3643,30.4302,1163,1160,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,2,3200
Maroc-0511,BT,7,Morocco S,11/16/2005,-10.2305,30.3838,826,885,Neorossia caroli,Sepiolidae,Sepioidea,2,126
Maroc-0511,BT,7,Morocco S,11/16/2005,-10.2305,30.3838,826,885,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,3,5800
Maroc-0511,BT,7,Morocco S,11/16/2005,-10.2305,30.3838,826,885,Todarodes sagittatus,Ommastrephidae,Oegopsida,7,6507
Maroc-0511,BT,11,Morocco S,11/17/2005,-10.6305,30.3520,1748,1774,Histioteuthis meleagroteuthis,Histioteuthidae,Oegopsida,1,118
Maroc-0511,BT,11,Morocco S,11/17/2005,-10.6305,30.3520,1748,1774,Opisthoteuthis calypso,Opisthoteuthidae,Octopoda,1,254
Maroc-0511,BT,12,Morocco S,11/17/2005,-10.6245,30.2863,1832,1820,Galiteuthis armata,Cranchiidae,Oegopsida,1,260
Maroc-0511,BT,12,Morocco S,11/17/2005,-10.6245,30.2863,1832,1820,Histiotheutidae indet,Histioteuthidae,Oegopsida,1,20
Maroc-0511,BT,12,Morocco S,11/17/2005,-10.6245,30.2863,1832,1820,Oegopsida indet,n/a,Oegopsida,3,136
Maroc-0511,BT,12,Morocco S,11/17/2005,-10.6245,30.2863,1832,1820,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1700
Maroc-0511,BT,12,Morocco S,11/17/2005,-10.6245,30.2863,1832,1820,Rossiinae indet,Sepiolidae,Sepioidea,1,5
Maroc-0511,BT,14,Morocco S,11/18/2005,-10.9073,30.1390,1850,1860,Cranchiidae indet,Cranchiidae,Oegopsida,3,256
Maroc-0511,BT,14,Morocco S,11/18/2005,-10.9073,30.1390,1850,1860,Oegopsida indet,n/a,Oegopsida,2,78
Maroc-0511,BT,15,Morocco S,11/18/2005,-10.7505,30.3638,1867,1858,Histiotheutidae indet,Histioteuthidae,Oegopsida,1,192
Maroc-0511,BT,15,Morocco S,11/18/2005,-10.7505,30.3638,1867,1858,Japetella diaphana,Amphitretidae,Octopoda,1,48
Maroc-0511,BT,15,Morocco S,11/18/2005,-10.7505,30.3638,1867,1858,Oegopsida indet,n/a,Oegopsida,1,316
Maroc-0511,BT,15,Morocco S,11/18/2005,-10.7505,30.3638,1867,1858,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,992
Maroc-0511,BT,19,Morocco S,11/19/2005,-10.2510,29.9070,547,536,Illex coindetii,Ommastrephidae,Oegopsida,2,396
Maroc-0511,BT,19,Morocco S,11/19/2005,-10.2510,29.9070,547,536,Neorossia caroli,Sepiolidae,Sepioidea,2,48
Maroc-0511,BT,17,Morocco S,11/19/2005,-10.1732,30.0923,682,671,Macrotritopus defilippi,Octopodidae,Octopoda,1,231
Maroc-0511,BT,17,Morocco S,11/19/2005,-10.1732,30.0923,682,671,Neorossia caroli,Sepiolidae,Sepioidea,1,40
Maroc-0511,BT,17,Morocco S,11/19/2005,-10.1732,30.0923,682,671,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,930
Maroc-0511,BT,22,Morocco S,11/20/2005,-10.3778,30.0057,1332,1336,Neorossia caroli,Sepiolidae,Sepioidea,1,15
Maroc-0511,BT,25,Morocco S,11/21/2005,-11.2322,29.7780,1847,1845,Oegopsida indet,n/a,Oegopsida,4,320
Maroc-0511,BT,26,Morocco S,11/21/2005,-11.1300,29.7047,1620,1642,Japetella diaphana,Amphitretidae,Octopoda,1,50
Maroc-0511,BT,26,Morocco S,11/21/2005,-11.1300,29.7047,1620,1642,Oegopsida indet,n/a,Oegopsida,1,28
Maroc-0511,BT,28,Morocco S,11/22/2005,-10.5418,29.6677,642,581,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,3,1250
Maroc-0511,BT,28,Morocco S,11/22/2005,-10.5418,29.6677,642,581,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,2450
Maroc-0511,BT,33,Morocco S,11/23/2005,-10.9865,29.3607,746,729,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,3000
Maroc-0511,BT,33,Morocco S,11/23/2005,-10.9865,29.3607,746,729,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,1710
Maroc-0511,BT,32,Morocco S,11/23/2005,-10.8825,29.4095,507,549,Illex coindetii,Ommastrephidae,Oegopsida,2,880
Maroc-0511,BT,32,Morocco S,11/23/2005,-10.8825,29.4095,507,549,Todarodes sagittatus,Ommastrephidae,Oegopsida,3,3235
Maroc-0511,BT,38,Morocco S,11/24/2005,-11.8405,29.6262,1819,1800,Oegopsida indet,n/a,Oegopsida,3,202
Maroc-0511,BT,37,Morocco S,11/24/2005,-11.5275,29.6060,1708,1708,Japetella diaphana,Amphitretidae,Octopoda,1,28
Maroc-0511,BT,37,Morocco S,11/24/2005,-11.5275,29.6060,1708,1708,Oegopsida indet,n/a,Oegopsida,4,228
Maroc-0511,BT,40,Morocco S,11/25/2005,-11.3782,29.3595,1185,1195,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,2,72
Maroc-0511,BT,40,Morocco S,11/25/2005,-11.3782,29.3595,1185,1195,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,780
Maroc-0511,BT,44,Morocco S,11/26/2005,-11.8723,29.3897,1510,1508,Histioteuthis reversa,Histioteuthidae,Oegopsida,1,380
Maroc-0511,BT,48,Morocco S,11/27/2005,-11.7650,29.2128,1085,1078,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,2554
Maroc-0511,BT,51,Morocco S,11/28/2005,-12.2392,29.0372,611,616,Illex coindetii,Ommastrephidae,Oegopsida,1,294
Maroc-0511,BT,52,Morocco S,11/28/2005,-12.2093,29.1800,1142,1145,Oegopsida indet,n/a,Oegopsida,1,22
Maroc-0511,BT,52,Morocco S,11/28/2005,-12.2093,29.1800,1142,1145,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,80
Maroc-0511,BT,50,Morocco S,11/28/2005,-12.0852,29.0472,515,514,Illex coindetii,Ommastrephidae,Oegopsida,1,250
Maroc-0511,BT,50,Morocco S,11/28/2005,-12.0852,29.0472,515,514,Oegopsida indet,n/a,Oegopsida,1,80
Maroc-0511,BT,50,Morocco S,11/28/2005,-12.0852,29.0472,515,514,Todarodes sagittatus,Ommastrephidae,Oegopsida,4,5650
Maroc-0511,BT,53,Morocco S,11/30/2005,-13.1528,28.2967,562,565,Todarodes sagittatus,Ommastrephidae,Oegopsida,5,5595
Maroc-0511,BT,57,Morocco S,12/1/2005,-13.6555,27.5725,794,795,Bathypolypus sponsalis,Bathypolypodidae,Octopoda,1,38
Maroc-0511,BT,57,Morocco S,12/1/2005,-13.6555,27.5725,794,795,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,1,1528
Maroc-0511,BT,57,Morocco S,12/1/2005,-13.6555,27.5725,794,795,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,3256
Maroc-0511,BT,56,Morocco S,12/1/2005,-13.5482,27.6630,543,575,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,1010
Maroc-0511,BT,55,Morocco S,12/1/2005,-13.4452,27.8823,704,724,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,1610
Maroc-0511,BT,54,Morocco S,12/1/2005,-13.4295,28.0665,1054,1055,Oegopsida indet,n/a,Oegopsida,1,90
Maroc-0511,BT,54,Morocco S,12/1/2005,-13.4295,28.0665,1054,1055,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,1172
Maroc-0511,BT,59,Morocco S,12/2/2005,-13.8193,27.3985,1265,1291,Bathypolypus ergasticus,Bathypolypodidae,Octopoda,1,20
Maroc-0511,BT,60,Morocco S,12/2/2005,-13.7485,27.3743,946,980,Octopodidae indet,Octopodidae,Octopoda,1,66
Maroc-0511,BT,60,Morocco S,12/2/2005,-13.7485,27.3743,946,980,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,600
Maroc-0511,BT,58,Morocco S,12/2/2005,-13.7090,27.5495,958,973,Bathypolypus sponsalis,Bathypolypodidae,Octopoda,1,22
Maroc-0511,BT,58,Morocco S,12/2/2005,-13.7090,27.5495,958,973,Macrotritopus defilippi,Octopodidae,Octopoda,1,25
Maroc-0511,BT,58,Morocco S,12/2/2005,-13.7090,27.5495,958,973,Octopodidae indet,Octopodidae,Octopoda,1,25
Maroc-0511,BT,58,Morocco S,12/2/2005,-13.7090,27.5495,958,973,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,1,1542
Maroc-0511,BT,62,Morocco S,12/3/2005,-14.0825,27.2243,1695,1715,Octopodidae indet,Octopodidae,Octopoda,1,42
Maroc-0511,BT,62,Morocco S,12/3/2005,-14.0825,27.2243,1695,1715,Opisthoteuthis sp,Opisthoteuthidae,Octopoda,3,3900
Maroc-0511,BT,62,Morocco S,12/3/2005,-14.0825,27.2243,1695,1715,Todarodes sagittatus,Ommastrephidae,Oegopsida,2,656
Maroc-0511,BT,63,Morocco S,12/3/2005,-14.0735,27.3623,1799,1818,Galiteuthis armata,Cranchiidae,Oegopsida,1,250
Maroc-0511,BT,64,Morocco S,12/3/2005,-13.9530,27.3847,1555,1554,Cirrothauma murrayi,Cirroteuthidae,Octopoda,1,116
Maroc-0511,BT,64,Morocco S,12/3/2005,-13.9530,27.3847,1555,1554,Cirrothauma murrayi,Cirroteuthidae,Octopoda,1,5
Maroc-0511,BT,64,Morocco S,12/3/2005,-13.9530,27.3847,1555,1554,Galiteuthis armata,Cranchiidae,Oegopsida,1,250
Maroc-0511,BT,64,Morocco S,12/3/2005,-13.9530,27.3847,1555,1554,Galiteuthis armata,Cranchiidae,Oegopsida,1,778
Maroc-0511,BT,64,Morocco S,12/3/2005,-13.9530,27.3847,1555,1554,Octopodidae indet,Octopodidae,Octopoda,1,30
Maroc-0511,BT,66,Morocco S,12/4/2005,-14.0743,27.1100,1285,1282,Cirrothauma sp,Cirroteuthidae,Octopoda,1,280
Maroc-0511,BT,67,Morocco S,12/4/2005,-14.0578,26.9575,822,814,Mastigoteuthidae indet,Mastigoteuthidae,Oegopsida,1,76
Maroc-0511,BT,67,Morocco S,12/4/2005,-14.0578,26.9575,822,814,Onychoteuthidae indet,Onychoteuthidae,Oegopsida,8,10400
Maroc-0511,BT,67,Morocco S,12/4/2005,-14.0578,26.9575,822,814,Todarodes sagittatus,Ommastrephidae,Oegopsida,1,1484
